activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,1682423,[],CHEMBL859235,Inhibition of [3H] dopamine uptake into human DAT expressed in HEK293 cells,F,,,BAO_0000190,BAO_0000219,cell-based format,CC#Cc1ccc(C(=O)C(CCC)N2CCCC2)cc1,,,CHEMBL1138144,J. Med. Chem.,2006.0,,CHEMBL204538,,CHEMBL204538,7.93,False,http://www.openphacts.org/units/Nanomolar,429301,=,1,True,=,,IC50,nM,,11.8,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,nM,UO_0000065,,11.8
,1682424,[],CHEMBL859235,Inhibition of [3H] dopamine uptake into human DAT expressed in HEK293 cells,F,,,BAO_0000190,BAO_0000219,cell-based format,CCCC(C(=O)c1ccc(NC(C)=O)cc1)N1CCCC1,,,CHEMBL1138144,J. Med. Chem.,2006.0,,CHEMBL379679,,CHEMBL379679,7.17,False,http://www.openphacts.org/units/Nanomolar,429299,=,1,True,=,,IC50,nM,,67.9,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,nM,UO_0000065,,67.9
,1682425,[],CHEMBL859235,Inhibition of [3H] dopamine uptake into human DAT expressed in HEK293 cells,F,,,BAO_0000190,BAO_0000219,cell-based format,CCCC(C(=O)c1ccc(C(=O)OC)cc1)N1CCCC1,,,CHEMBL1138144,J. Med. Chem.,2006.0,,CHEMBL201666,,CHEMBL201666,6.81,False,http://www.openphacts.org/units/Nanomolar,429298,=,1,True,=,,IC50,nM,,154.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,nM,UO_0000065,,154.0
,1682426,[],CHEMBL859235,Inhibition of [3H] dopamine uptake into human DAT expressed in HEK293 cells,F,,,BAO_0000190,BAO_0000219,cell-based format,CCCC(C(=O)c1ccc(OC)cc1)N1CCCC1,,,CHEMBL1138144,J. Med. Chem.,2006.0,,CHEMBL381127,,CHEMBL381127,6.55,False,http://www.openphacts.org/units/Nanomolar,429297,=,1,True,=,,IC50,nM,,283.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,nM,UO_0000065,,283.0
,1682427,[],CHEMBL859235,Inhibition of [3H] dopamine uptake into human DAT expressed in HEK293 cells,F,,,BAO_0000190,BAO_0000219,cell-based format,CCCC(C(=O)c1ccc([N+](=O)[O-])cc1)N1CCCC1,,,CHEMBL1138144,J. Med. Chem.,2006.0,,CHEMBL379446,,CHEMBL379446,5.96,False,http://www.openphacts.org/units/Nanomolar,429296,=,1,True,=,,IC50,nM,,1110.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,nM,UO_0000065,,1110.0
,1682428,[],CHEMBL859235,Inhibition of [3H] dopamine uptake into human DAT expressed in HEK293 cells,F,,,BAO_0000190,BAO_0000219,cell-based format,CCCC(C(=O)c1ccc(O)cc1)N1CCCC1,,,CHEMBL1138144,J. Med. Chem.,2006.0,,CHEMBL203563,,CHEMBL203563,7.30,False,http://www.openphacts.org/units/Nanomolar,429295,=,1,True,=,,IC50,nM,,49.7,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,nM,UO_0000065,,49.7
,1682429,[],CHEMBL859235,Inhibition of [3H] dopamine uptake into human DAT expressed in HEK293 cells,F,,,BAO_0000190,BAO_0000219,cell-based format,CCCC(C(=O)c1ccc(CO)cc1)N1CCCC1,,,CHEMBL1138144,J. Med. Chem.,2006.0,,CHEMBL203562,,CHEMBL203562,7.35,False,http://www.openphacts.org/units/Nanomolar,429294,=,1,True,=,,IC50,nM,,44.3,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,nM,UO_0000065,,44.3
,1682430,[],CHEMBL859235,Inhibition of [3H] dopamine uptake into human DAT expressed in HEK293 cells,F,,,BAO_0000190,BAO_0000219,cell-based format,CCCC(C(=O)c1ccc(C#N)cc1)N1CCCC1,,,CHEMBL1138144,J. Med. Chem.,2006.0,,CHEMBL202518,,CHEMBL202518,6.00,False,http://www.openphacts.org/units/Nanomolar,429293,=,1,True,=,,IC50,nM,,1000.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,nM,UO_0000065,,1000.0
,1682431,[],CHEMBL859235,Inhibition of [3H] dopamine uptake into human DAT expressed in HEK293 cells,F,,,BAO_0000190,BAO_0000219,cell-based format,CCCC(C(=O)c1cccc(I)c1)N1CCCC1,,,CHEMBL1138144,J. Med. Chem.,2006.0,,CHEMBL426304,,CHEMBL426304,7.28,False,http://www.openphacts.org/units/Nanomolar,429292,=,1,True,=,,IC50,nM,,52.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,nM,UO_0000065,,52.0
,1682432,[],CHEMBL859235,Inhibition of [3H] dopamine uptake into human DAT expressed in HEK293 cells,F,,,BAO_0000190,BAO_0000219,cell-based format,CCCC(C(=O)c1ccc(I)cc1)N1CCCC1,,,CHEMBL1138144,J. Med. Chem.,2006.0,,CHEMBL202479,,CHEMBL202479,7.50,False,http://www.openphacts.org/units/Nanomolar,429291,=,1,True,=,,IC50,nM,,32.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,nM,UO_0000065,,32.0
,1682433,[],CHEMBL859235,Inhibition of [3H] dopamine uptake into human DAT expressed in HEK293 cells,F,,,BAO_0000190,BAO_0000219,cell-based format,CCCC(C(=O)c1ccc(Br)cc1)N1CCCC1,,,CHEMBL1138144,J. Med. Chem.,2006.0,,CHEMBL202420,,CHEMBL202420,7.40,False,http://www.openphacts.org/units/Nanomolar,429290,=,1,True,=,,IC50,nM,,39.5,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,nM,UO_0000065,,39.5
,1682434,[],CHEMBL859235,Inhibition of [3H] dopamine uptake into human DAT expressed in HEK293 cells,F,,,BAO_0000190,BAO_0000219,cell-based format,CCCC(C(=O)c1ccc(F)cc1)N1CCCC1,,,CHEMBL1138144,J. Med. Chem.,2006.0,,CHEMBL203640,,CHEMBL203640,6.73,False,http://www.openphacts.org/units/Nanomolar,429289,=,1,True,=,,IC50,nM,,185.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,nM,UO_0000065,,185.0
,1682435,[],CHEMBL859235,Inhibition of [3H] dopamine uptake into human DAT expressed in HEK293 cells,F,,,BAO_0000190,BAO_0000219,cell-based format,CCCC(C(=O)c1ccccc1)N1CCCC1,,,CHEMBL1138144,J. Med. Chem.,2006.0,,CHEMBL205082,,CHEMBL205082,7.28,False,http://www.openphacts.org/units/Nanomolar,429288,=,1,True,=,,IC50,nM,,52.3,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,nM,UO_0000065,,52.3
,1682436,[],CHEMBL859235,Inhibition of [3H] dopamine uptake into human DAT expressed in HEK293 cells,F,,,BAO_0000190,BAO_0000219,cell-based format,CCC[C@H](C(=O)c1ccc(C)cc1)N1CCCC1,,,CHEMBL1138144,J. Med. Chem.,2006.0,,CHEMBL380699,,CHEMBL380699,5.75,False,http://www.openphacts.org/units/Nanomolar,429287,=,1,True,=,,IC50,nM,,1790.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,nM,UO_0000065,,1790.0
,1682437,[],CHEMBL859235,Inhibition of [3H] dopamine uptake into human DAT expressed in HEK293 cells,F,,,BAO_0000190,BAO_0000219,cell-based format,CCC[C@@H](C(=O)c1ccc(C)cc1)N1CCCC1,,,CHEMBL1138144,J. Med. Chem.,2006.0,,CHEMBL372312,,CHEMBL372312,7.79,False,http://www.openphacts.org/units/Nanomolar,429286,=,1,True,=,,IC50,nM,,16.3,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,nM,UO_0000065,,16.3
,1688909,[],CHEMBL867193,Inhibitory activity against DAT,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(Sc2ccccc2CN(C)C)c(N)c1,,,CHEMBL1138999,Bioorg. Med. Chem. Lett.,2006.0,,CHEMBL22183,,CHEMBL22183,,False,http://www.openphacts.org/units/Nanomolar,438482,>,1,True,>,,IC50,nM,,100.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,nM,UO_0000065,,100.0
,1688915,[],CHEMBL867193,Inhibitory activity against DAT,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(Nc2ccccc2CN(C)C)c(N)c1,,,CHEMBL1138999,Bioorg. Med. Chem. Lett.,2006.0,,CHEMBL383422,,CHEMBL383422,,False,http://www.openphacts.org/units/Nanomolar,438486,>,1,True,>,,IC50,nM,,100.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,nM,UO_0000065,,100.0
,1688916,[],CHEMBL867193,Inhibitory activity against DAT,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(Oc2ccccc2CN(C)C)c(N)c1,,,CHEMBL1138999,Bioorg. Med. Chem. Lett.,2006.0,,CHEMBL204199,,CHEMBL204199,,False,http://www.openphacts.org/units/Nanomolar,438485,>,1,True,>,,IC50,nM,,100.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,nM,UO_0000065,,100.0
,1688917,[],CHEMBL867193,Inhibitory activity against DAT,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc([S+]([O-])c2ccccc2CN(C)C)c(N)c1,,,CHEMBL1138999,Bioorg. Med. Chem. Lett.,2006.0,,CHEMBL203821,,CHEMBL203821,,False,http://www.openphacts.org/units/Nanomolar,438483,>,1,True,>,,IC50,nM,,100.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,nM,UO_0000065,,100.0
,1688922,[],CHEMBL867193,Inhibitory activity against DAT,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(S(=O)(=O)c2ccccc2CN(C)C)c(N)c1,,,CHEMBL1138999,Bioorg. Med. Chem. Lett.,2006.0,,CHEMBL381914,,CHEMBL381914,,False,http://www.openphacts.org/units/Nanomolar,438484,>,1,True,>,,IC50,nM,,100.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,nM,UO_0000065,,100.0
,1688935,[],CHEMBL867193,Inhibitory activity against DAT,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(N)c(-c2ccccc2CN(C)C)c1,,,CHEMBL1138999,Bioorg. Med. Chem. Lett.,2006.0,,CHEMBL202913,,CHEMBL202913,,False,http://www.openphacts.org/units/Nanomolar,438494,>,1,True,>,,IC50,nM,,100.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,nM,UO_0000065,,100.0
,1688936,[],CHEMBL867193,Inhibitory activity against DAT,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(C(=O)c2ccccc2CN(C)C)c(N)c1,,,CHEMBL1138999,Bioorg. Med. Chem. Lett.,2006.0,,CHEMBL202811,,CHEMBL202811,,False,http://www.openphacts.org/units/Nanomolar,438493,>,1,True,>,,IC50,nM,,100.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,nM,UO_0000065,,100.0
,1688937,[],CHEMBL867193,Inhibitory activity against DAT,B,,,BAO_0000190,BAO_0000357,single protein format,COC(c1ccc(C)cc1N)c1ccccc1CN(C)C,,,CHEMBL1138999,Bioorg. Med. Chem. Lett.,2006.0,,CHEMBL206608,,CHEMBL206608,,False,http://www.openphacts.org/units/Nanomolar,438492,>,1,True,>,,IC50,nM,,100.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,nM,UO_0000065,,100.0
,1688938,[],CHEMBL867193,Inhibitory activity against DAT,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(C(O)c2ccccc2CN(C)C)c(N)c1,,,CHEMBL1138999,Bioorg. Med. Chem. Lett.,2006.0,,CHEMBL204591,,CHEMBL204591,,False,http://www.openphacts.org/units/Nanomolar,438491,>,1,True,>,,IC50,nM,,100.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,nM,UO_0000065,,100.0
,1688939,[],CHEMBL867193,Inhibitory activity against DAT,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(N(c2ccccc2)c2ccccc2CN(C)C)c(N)c1,,,CHEMBL1138999,Bioorg. Med. Chem. Lett.,2006.0,,CHEMBL205313,,CHEMBL205313,,False,http://www.openphacts.org/units/Nanomolar,438490,>,1,True,>,,IC50,nM,,100.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,nM,UO_0000065,,100.0
,1688940,[],CHEMBL867193,Inhibitory activity against DAT,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(N(Cc2ccccc2)c2ccccc2CN(C)C)c(N)c1,,,CHEMBL1138999,Bioorg. Med. Chem. Lett.,2006.0,,CHEMBL381071,,CHEMBL381071,,False,http://www.openphacts.org/units/Nanomolar,438489,>,1,True,>,,IC50,nM,,100.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,nM,UO_0000065,,100.0
,1688941,[],CHEMBL867193,Inhibitory activity against DAT,B,,,BAO_0000190,BAO_0000357,single protein format,CCN(c1ccc(C)cc1N)c1ccccc1CN(C)C,,,CHEMBL1138999,Bioorg. Med. Chem. Lett.,2006.0,,CHEMBL204702,,CHEMBL204702,,False,http://www.openphacts.org/units/Nanomolar,438488,>,1,True,>,,IC50,nM,,100.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,nM,UO_0000065,,100.0
,1688942,[],CHEMBL867193,Inhibitory activity against DAT,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(N(C)c2ccccc2CN(C)C)c(N)c1,,,CHEMBL1138999,Bioorg. Med. Chem. Lett.,2006.0,,CHEMBL377714,,CHEMBL377714,,False,http://www.openphacts.org/units/Nanomolar,438487,>,1,True,>,,IC50,nM,,100.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,nM,UO_0000065,,100.0
,1694303,[],CHEMBL862305,Inhibition of dopamine re-uptake at human dopamine transporter expressed in HEK293 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,,,CHEMBL1139648,Bioorg. Med. Chem. Lett.,2006.0,"{'bei': '21.25', 'le': '0.44', 'lle': '1.33', 'sei': '54.10'}",CHEMBL809,SERTRALINE,CHEMBL809,6.51,True,http://www.openphacts.org/units/Nanomolar,440969,=,1,True,=,,IC50,nM,,310.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,nM,UO_0000065,,310.0
,1694350,[],CHEMBL862305,Inhibition of dopamine re-uptake at human dopamine transporter expressed in HEK293 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2cc(C(=O)O)c(NS(C)(=O)=O)cc21,,,CHEMBL1139648,Bioorg. Med. Chem. Lett.,2006.0,"{'bei': '11.03', 'le': '0.24', 'lle': '0.64', 'sei': '5.12'}",CHEMBL381315,,CHEMBL381315,4.89,False,http://www.openphacts.org/units/Nanomolar,441008,=,1,True,=,,IC50,nM,,12900.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,nM,UO_0000065,,12900.0
,1694351,[],CHEMBL862305,Inhibition of dopamine re-uptake at human dopamine transporter expressed in HEK293 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2cc(C(N)=O)c(NS(C)(=O)=O)cc21,,,CHEMBL1139648,Bioorg. Med. Chem. Lett.,2006.0,"{'bei': '12.31', 'le': '0.27', 'lle': '1.79', 'sei': '5.37'}",CHEMBL202907,,CHEMBL202907,5.44,False,http://www.openphacts.org/units/Nanomolar,441007,=,1,True,=,,IC50,nM,,3600.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,nM,UO_0000065,,3600.0
Not Determined,1694352,[],CHEMBL862305,Inhibition of dopamine re-uptake at human dopamine transporter expressed in HEK293 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2cc(C(N)=O)cc(C(N)=O)c21,,,CHEMBL1139648,Bioorg. Med. Chem. Lett.,2006.0,,CHEMBL381331,,CHEMBL381331,,False,,441006,,1,False,,,IC50,,,,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,,,,
,1694353,[],CHEMBL862305,Inhibition of dopamine re-uptake at human dopamine transporter expressed in HEK293 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2cc(C(=O)O)ccc21,,,CHEMBL1139648,Bioorg. Med. Chem. Lett.,2006.0,"{'bei': '13.64', 'le': '0.28', 'lle': '-0.10', 'sei': '9.68'}",CHEMBL202910,,CHEMBL202910,4.78,False,http://www.openphacts.org/units/Nanomolar,441005,=,1,True,=,,IC50,nM,,16700.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,nM,UO_0000065,,16700.0
,1694355,[],CHEMBL862305,Inhibition of dopamine re-uptake at human dopamine transporter expressed in HEK293 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2cc(C(=O)N(C)C)ccc21,,,CHEMBL1139648,Bioorg. Med. Chem. Lett.,2006.0,"{'bei': '16.00', 'le': '0.33', 'lle': '1.16', 'sei': '18.66'}",CHEMBL205505,,CHEMBL205505,6.04,False,http://www.openphacts.org/units/Nanomolar,441004,=,1,True,=,,IC50,nM,,920.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,nM,UO_0000065,,920.0
,1694356,[],CHEMBL862305,Inhibition of dopamine re-uptake at human dopamine transporter expressed in HEK293 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CNC(=O)c1ccc2c(c1)[C@H](c1ccc(Cl)c(Cl)c1)CC[C@@H]2NC,,,CHEMBL1139648,Bioorg. Med. Chem. Lett.,2006.0,"{'bei': '15.09', 'le': '0.31', 'lle': '0.94', 'sei': '13.33'}",CHEMBL206599,,CHEMBL206599,5.48,False,http://www.openphacts.org/units/Nanomolar,441003,=,1,True,=,,IC50,nM,,3300.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,nM,UO_0000065,,3300.0
,1694357,[],CHEMBL862305,Inhibition of dopamine re-uptake at human dopamine transporter expressed in HEK293 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2cc(C(N)=O)ccc21,,,CHEMBL1139648,Bioorg. Med. Chem. Lett.,2006.0,"{'bei': '16.85', 'le': '0.35', 'lle': '1.61', 'sei': '10.68'}",CHEMBL383081,,CHEMBL383081,5.89,False,http://www.openphacts.org/units/Nanomolar,441002,=,1,True,=,,IC50,nM,,1300.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,nM,UO_0000065,,1300.0
,1694358,[],CHEMBL862305,Inhibition of dopamine re-uptake at human dopamine transporter expressed in HEK293 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2cc(S(C)(=O)=O)ccc21,,,CHEMBL1139648,Bioorg. Med. Chem. Lett.,2006.0,"{'bei': '15.23', 'le': '0.33', 'lle': '1.27', 'sei': '12.68'}",CHEMBL203453,,CHEMBL203453,5.85,False,http://www.openphacts.org/units/Nanomolar,441001,=,1,True,=,,IC50,nM,,1400.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,nM,UO_0000065,,1400.0
,1694359,[],CHEMBL862305,Inhibition of dopamine re-uptake at human dopamine transporter expressed in HEK293 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2cc([S+](C)[O-])ccc21,,,CHEMBL1139648,Bioorg. Med. Chem. Lett.,2006.0,"{'bei': '16.18', 'le': '0.35', 'lle': '1.04', 'sei': '20.48'}",CHEMBL382241,,CHEMBL382241,5.96,False,http://www.openphacts.org/units/Nanomolar,441000,=,1,True,=,,IC50,nM,,1100.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,nM,UO_0000065,,1100.0
,1694360,[],CHEMBL862305,Inhibition of dopamine re-uptake at human dopamine transporter expressed in HEK293 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2cc(S(N)(=O)=O)ccc21,,,CHEMBL1139648,Bioorg. Med. Chem. Lett.,2006.0,"{'bei': '14.54', 'le': '0.32', 'lle': '1.77', 'sei': '7.76'}",CHEMBL204285,,CHEMBL204285,5.60,False,http://www.openphacts.org/units/Nanomolar,440999,=,1,True,=,,IC50,nM,,2500.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,nM,UO_0000065,,2500.0
,1694361,[],CHEMBL862305,Inhibition of dopamine re-uptake at human dopamine transporter expressed in HEK293 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccc(S(=O)(=O)NCCO)cc21,,,CHEMBL1139648,Bioorg. Med. Chem. Lett.,2006.0,"{'bei': '16.30', 'le': '0.35', 'lle': '3.55', 'sei': '8.93'}",CHEMBL381754,,CHEMBL381754,7.00,False,http://www.openphacts.org/units/Nanomolar,440998,=,1,True,=,,IC50,nM,,100.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,nM,UO_0000065,,100.0
,1694363,[],CHEMBL862305,Inhibition of dopamine re-uptake at human dopamine transporter expressed in HEK293 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccc(CO)cc21,,,CHEMBL1139648,Bioorg. Med. Chem. Lett.,2006.0,"{'bei': '22.90', 'le': '0.48', 'lle': '3.03', 'sei': '23.87'}",CHEMBL206697,,CHEMBL206697,7.70,False,http://www.openphacts.org/units/Nanomolar,440997,=,1,True,=,,IC50,nM,,20.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,nM,UO_0000065,,20.0
,1694367,[],CHEMBL862305,Inhibition of dopamine re-uptake at human dopamine transporter expressed in HEK293 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccc(O)cc21,,,CHEMBL1139648,Bioorg. Med. Chem. Lett.,2006.0,"{'bei': '20.00', 'le': '0.42', 'lle': '1.55', 'sei': '19.97'}",CHEMBL206649,,CHEMBL206649,6.44,False,http://www.openphacts.org/units/Nanomolar,440996,=,1,True,=,,IC50,nM,,360.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,nM,UO_0000065,,360.0
,1694368,[],CHEMBL862305,Inhibition of dopamine re-uptake at human dopamine transporter expressed in HEK293 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccc(-n3cncn3)cc21,,,CHEMBL1139648,Bioorg. Med. Chem. Lett.,2006.0,"{'bei': '17.69', 'le': '0.36', 'lle': '1.84', 'sei': '15.45'}",CHEMBL383427,,CHEMBL383427,6.60,False,http://www.openphacts.org/units/Nanomolar,440995,=,1,True,=,,IC50,nM,,250.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,nM,UO_0000065,,250.0
,1694369,[],CHEMBL862305,Inhibition of dopamine re-uptake at human dopamine transporter expressed in HEK293 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccc(-n3ccnn3)cc21,,,CHEMBL1139648,Bioorg. Med. Chem. Lett.,2006.0,"{'bei': '17.83', 'le': '0.36', 'lle': '1.90', 'sei': '15.58'}",CHEMBL439337,,CHEMBL439337,6.66,False,http://www.openphacts.org/units/Nanomolar,440994,=,1,True,=,,IC50,nM,,220.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,nM,UO_0000065,,220.0
,1694370,[],CHEMBL862305,Inhibition of dopamine re-uptake at human dopamine transporter expressed in HEK293 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccc(S(=O)(=O)N(C)C)cc21,,,CHEMBL1139648,Bioorg. Med. Chem. Lett.,2006.0,"{'bei': '14.09', 'le': '0.31', 'lle': '1.39', 'sei': '11.79'}",CHEMBL203236,,CHEMBL203236,5.82,False,http://www.openphacts.org/units/Nanomolar,440993,=,1,True,=,,IC50,nM,,1500.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,nM,UO_0000065,,1500.0
,1694373,[],CHEMBL862305,Inhibition of dopamine re-uptake at human dopamine transporter expressed in HEK293 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccc(S(=O)(=O)NC)cc21,,,CHEMBL1139648,Bioorg. Med. Chem. Lett.,2006.0,"{'bei': '16.45', 'le': '0.36', 'lle': '2.48', 'sei': '11.29'}",CHEMBL203776,,CHEMBL203776,6.57,False,http://www.openphacts.org/units/Nanomolar,440992,=,1,True,=,,IC50,nM,,270.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,nM,UO_0000065,,270.0
,1694374,[],CHEMBL862305,Inhibition of dopamine re-uptake at human dopamine transporter expressed in HEK293 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CN[C@H]1CC[C@H](c2ccc(Cl)c(Cl)c2)c2ccc(S(N)(=O)=O)cc21,,,CHEMBL1139648,Bioorg. Med. Chem. Lett.,2006.0,,CHEMBL382673,,CHEMBL382673,,False,http://www.openphacts.org/units/Nanomolar,440991,<,1,True,<,,IC50,nM,,1.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,nM,UO_0000065,,1.0
,1694375,[],CHEMBL862305,Inhibition of dopamine re-uptake at human dopamine transporter expressed in HEK293 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CN[C@@H]1CC[C@H](c2ccc(Cl)c(Cl)c2)c2ccc(S(N)(=O)=O)cc21,,,CHEMBL1139648,Bioorg. Med. Chem. Lett.,2006.0,"{'bei': '18.29', 'le': '0.40', 'lle': '3.22', 'sei': '9.76'}",CHEMBL203331,,CHEMBL203331,7.05,False,http://www.openphacts.org/units/Nanomolar,440990,=,1,True,=,,IC50,nM,,90.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,nM,UO_0000065,,90.0
,1694380,[],CHEMBL862305,Inhibition of dopamine re-uptake at human dopamine transporter expressed in HEK293 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CN[C@@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccc(S(N)(=O)=O)cc21,,,CHEMBL1139648,Bioorg. Med. Chem. Lett.,2006.0,"{'bei': '16.68', 'le': '0.37', 'lle': '2.60', 'sei': '8.90'}",CHEMBL204323,,CHEMBL204323,6.43,False,http://www.openphacts.org/units/Nanomolar,440989,=,1,True,=,,IC50,nM,,375.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,nM,UO_0000065,,375.0
